阿瓦山寨,a'wa'shan'zhai
农行开发区支行,nong'hang'kai'fa'qu'zhi'hang
农行新市区支行,nong'hang'xin'shi'qu'zhi'hang
农机石油,nong'ji'shi'you
农科所,nong'ke'suo
农牧场,nong'mu'chang
农校,nong'xiao
暖会村,nuan'hui'cun
欧家村,ou'jia'cun
爬楼山,pa'lou'shan
盘道村,pan'dao'cun
盘道岭,pan'dao'ling
盘道山,pan'dao'shan
潘家窑,pan'jia'yao
潘家窑村,pan'jia'yao'cun
庞家堡村,pang'jia'bu'cun
跑马梁,pao'ma'liang
跑马山,pao'ma'shan
喷泉广场,pen'quan'guang'chang
皮肤病医院,pi'fu'bing'yi'yuan
偏岭村,pian'ling'cun
平鲁宾馆,ping'lu'bin'guan
平鲁二中,ping'lu'er'zhong
平鲁区,ping'lu'qu
平朔宾馆,ping'shuo'bin'guan
平朔二区,ping'shuo'er'qu
平朔公司,ping'shuo'gong'si
平朔公园,ping'shuo'gong'yuan
平朔生活区,ping'shuo'sheng'huo'qu
平朔生活小区东门,ping'shuo'sheng'huo'xiao'qu'dong'men
平朔小区,ping'shuo'xiao'qu
平朔医院,ping'shuo'yi'yuan
平座,ping'zuo
普渡寺,pu'du'si
铺上,pu'shang
铺上村,pu'shang'cun
汽车客运北站,qi'che'ke'yun'bei'zhan
七墩村,qi'dun'cun
棋杆村,qi'gan'cun
启慧幼儿园,qi'hui'you'er'yuan
七里沟村,qi'li'gou'cun
七里河,qi'li'he
七里河村,qi'li'he'cun
七里河大桥,qi'li'he'da'qiao
七里河公园,qi'li'he'gong'yuan
七里铺村,qi'li'pu'cun
柒牌男装,qi'pai'nan'zhuang
祇园,qi'yuan
千百度,qian'bai'du
前堡村,qian'bao'cun
前堡子,qian'bu'zi
前村,qian'cun
前进村,qian'jin'cun
前梁村,qian'liang'cun
前坪,qian'ping
前沙沟村,qian'sha'gou'cun
前沙岭,qian'sha'ling
欠山,qian'shan
前山沟,qian'shan'gou
前寨村,qian'zhai'cun
前寨站,qian'zhai'zhan
千子莲足道,qian'zi'lian'zu'dao
乔顿,qiao'dun
桥儿沟村,qiao'er'gou'cun
桥沟,qiao'gou
乔沟村,qiao'gou'cun
乔家堡,qiao'jia'bao
桥头,qiao'tou
乔庄村,qiao'zhuang'cun
秦城村,qin'cheng'cun
亲和乡,qin'he'xiang
秦家山,qin'jia'shan
秦家滩村,qin'jia'tan'cun
秦庄村,qin'zhuang'cun
清凉寺,qing'liang'si
青龙山,qing'long'shan
青龙山村,qing'long'shan'cun
清泉村,qing'quan'cun
青杨岭,qing'yang'ling
青阳岭,qing'yang'ling
青钟村,qing'zhong'cun
区二中,qu'er'zhong
区公安局,qu'gong'an'ju
曲静园,qu'jing'yuan
区六中,qu'liu'zhong
区农行,qu'nong'hang
泉儿沟,quan'er'gou
泉子沟村,quan'zi'gou'cun
泉子头村,quan'zi'tou'cun
仁爱医院,ren'ai'yi'yuan
人口大楼,ren'kou'da'lou
人马山,ren'ma'shan
人民公园,ren'min'gong'yuan
人民药店,ren'min'yao'dian
人民医院,ren'min'yi'yuan
人人山,ren'ren'shan
人事局,ren'shi'ju
日中城村,ri'zhong'cheng'cun
三百户村,san'bai'hu'cun
三干渠,san'gan'qu
三合村,san'he'cun
三甲村,san'jia'cun
三家店村,san'jia'dian'cun
三角岭,san'jiao'ling
三里庄村,san'li'zhuang'cun
三龙宾馆,san'long'bin'guan
三泉村,san'quan'cun
三十八,san'shi'ba
三条岭,san'tiao'ling
三医院,san'yi'yuan
三源大酒店,san'yuan'da'jiu'dian
三中,san'zhong
三中路口,san'zhong'lu'kou
桑干河,sang'gan'he
森林公园,sen'lin'gong'yuan
沙城,sha'cheng
沙沟,sha'gou
沙河村,sha'he'cun
杀虎口长城,sha'hu'kou'chang'cheng
杀虎口村,sha'hu'kou'cun
沙家村,sha'jia'cun
沙家沟,sha'jia'gou
沙涧村,sha'jian'cun
沙塄河乡,sha'leng'he'xiang
沙梁村,sha'liang'cun
沙岭村,sha'ling'cun
纱帽山,sha'mao'shan
沙疃村,sha'tuan'cun
沙子沟,sha'zi'gou
山岔村,shan'cha'cun
山合村,shan'he'cun
山界,shan'jie
山王庄村,shan'wang'zhuang'cun
山西省怀仁一中,shan'xi'sheng'huai'ren'yi'zhong
山峡村,shan'xia'cun
山阴县,shan'yin'xian
山阴县政府,shan'yin'xian'zheng'fu
山阴中学,shan'yin'zhong'xue
上堡村,shang'bao'cun
上岛咖啡,shang'dao'ka'fei
上地嘉园,shang'di'jia'yuan
上河西村,shang'he'xi'cun
上街村,shang'jie'cun
上井村,shang'jing'cun
上梨园村,shang'li'yuan'cun
上马石村,shang'ma'shi'cun
上马峪村,shang'ma'yu'cun
商贸城,shang'mao'cheng
上坡,shang'po
上桥头村,shang'qiao'tou'cun
上沙河村,shang'sha'he'cun
上水头村,shang'shui'tou'cun
上吴村,shang'wu'cun
上小河村,shang'xiao'he'cun
上窑,shang'yao
上窑村,shang'yao'cun
上窑子,shang'yao'zi
商业大厦,shang'ye'da'sha
上庄头,shang'zhuang'tou
上庄头村,shang'zhuang'tou'cun
邵家村,shao'jia'cun
神电中学,shen'dian'zhong'xue
深井,shen'jing
神泉医院,shen'quan'yi'yuan
神堂坡,shen'tang'po
神头电厂,shen'tou'dian'chang
神头一电厂,shen'tou'yi'dian'chang
神头镇,shen'tou'zhen
神武村,shen'wu'cun
神西村,shen'xi'cun
神峪村,shen'yu'cun
神舟旅行社,shen'zhou'lv'xing'she
胜东村,sheng'dong'cun
胜西村,sheng'xi'cun
石板沟,shi'ban'gou
市财政局,shi'cai'zheng'ju
市第一医院,shi'di'yi'yi'yuan
石店村,shi'dian'cun
石东村,shi'dong'cun
市二轻,shi'er'qing
市二中,shi'er'zhong
市二中南门,shi'er'zhong'nan'men
师范大学,shi'fan'da'xue
石峰村,shi'feng'cun
市府街东口,shi'fu'jie'dong'kou
市府街西口,shi'fu'jie'xi'kou
世纪双语学校,shi'ji'shuang'yu'xue'xiao
世纪星城,shi'ji'xing'cheng
史家屯村,shi'jia'tun'cun
石井村,shi'jing'cun
石井沟村,shi'jing'gou'cun
十里后村,shi'li'hou'cun
十里铺村,shi'li'pu'cun
十里台,shi'li'tai
石楼山,shi'lou'shan
市煤运公司,shi'mei'yun'gong'si
石门村,shi'men'cun
市农行,shi'nong'hang
仕奇,shi'qi
石桥村,shi'qiao'cun
市人行,shi'ren'xing
石塘村,shi'tang'cun
石塘沟,shi'tang'gou
石堂山,shi'tang'shan
石头河村,shi'tou'he'cun
石洼村,shi'wa'cun
市委,shi'wei
市委党校,shi'wei'dang'xiao
市委家属院,shi'wei'jia'shu'yuan
十五沟,shi'wu'gou
石西村,shi'xi'cun
石香炉,shi'xiang'lu
石窑沟,shi'yao'gou
市一医院,shi'yi'yi'yuan
市一中,shi'yi'zhong
市一中家属院,shi'yi'zhong'jia'shu'yuan
市政府,shi'zheng'fu
市政府家属院,shi'zheng'fu'jia'shu'yuan
石柱沟,shi'zhu'gou
施庄村,shi'zhuang'cun
石庄村,shi'zhuang'cun
兽霸皮鞋,shou'ba'pi'xie
蔬菜批发市场,shu'cai'pi'fa'shi'chang
双沟村,shuang'gou'cun
双井村,shuang'jing'cun
双良驾校,shuang'liang'jia'xiao
双碾乡,shuang'nian'xiang
双山河,shuang'shan'he
双窑子,shuang'yao'zi
双寨村,shuang'zhai'cun
水磨村,shui'mo'cun
水磨沟,shui'mo'gou
水磨头村,shui'mo'tou'cun
水泥厂,shui'ni'chang
水泉村,shui'quan'cun
水泉沟,shui'quan'gou
水泉沟村,shui'quan'gou'cun
水头村,shui'tou'cun
顺发饭店,shun'fa'fan'dian
朔城宾馆,shuo'cheng'bin'guan
朔城区,shuo'cheng'qu
朔城区第一中学,shuo'cheng'qu'di'yi'zhong'xue
朔城区二中,shuo'cheng'qu'er'zhong
朔州金店,shuo'zhou'jin'dian
朔州矿业公司,shuo'zhou'kuang'ye'gong'si
朔州汽车站,shuo'zhou'qi'che'zhan
朔州日报,shuo'zhou'ri'bao
朔州市,shuo'zhou'shi
朔州市第二中学,shuo'zhou'shi'di'er'zhong'xue
朔州市公安局,shuo'zhou'shi'gong'an'ju
朔州市驾校,shuo'zhou'shi'jia'xiao
朔州市建设局,shuo'zhou'shi'jian'she'ju
朔州市教育局,shuo'zhou'shi'jiao'yu'ju
朔州市人民医院,shuo'zhou'shi'ren'min'yi'yuan
朔州市实验小学,shuo'zhou'shi'shi'yan'xiao'xue
朔州市委,shuo'zhou'shi'wei
朔州市卫生局,shuo'zhou'shi'wei'sheng'ju
朔州市政府,shuo'zhou'shi'zheng'fu
朔州现代医院,shuo'zhou'xian'dai'yi'yuan
朔州站,shuo'zhou'zhan
朔州支线,shuo'zhou'zhi'xian
四道沟村,si'dao'gou'cun
寺儿沟,si'er'gou
寺儿沟村,si'er'gou'cun
四方沟,si'fang'gou
四分水,si'fen'shui
四海酒店,si'hai'jiu'dian
四里庄村,si'li'zhuang'cun
司马镇,si'ma'zhen
四铺村,si'pu'cun
四十二村,si'shi'er'cun
寺台村,si'tai'cun
饲养场,si'yang'chang
四支渠,si'zhi'qu
寺庄村,si'zhuang'cun
宋村,song'cun
宋家沟村,song'jia'gou'cun
宋家庄村,song'jia'zhuang'cun
宋家庄站,song'jia'zhuang'zhan
苏家沟村,su'jia'gou'cun
苏寨村,su'zhai'cun
苏庄村,su'zhuang'cun
孙家湾,sun'jia'wan
孙家窑,sun'jia'yao
塔林公园,ta'lin'gong'yuan
塔山,ta'shan
太西村,tai'xi'cun
台子村,tai'zi'cun
台子梁,tai'zi'liang
太子龙,tai'zi'long
太子龙男装,tai'zi'long'nan'zhuang
台子山,tai'zi'shan
炭素厂,tan'su'chang
炭窑沟,tan'yao'gou
唐狮,tang'shi
唐庄村,tang'zhuang'cun
唐子山,tang'zi'shan
桃卜坪,tao'bu'ping
陶瓷研究所,tao'ci'yan'jiu'suo
陶村乡,tao'cun'xiang
陶村中学,tao'cun'zhong'xue
桃儿山,tao'er'shan
陶西村,tao'xi'cun
体育场,ti'yu'chang
体育广场,ti'yu'guang'chang
天海通讯,tian'hai'tong'xun
田家坊村,tian'jia'fang'cun
田家窑村,tian'jia'yao'cun
天井村,tian'jing'cun
天伦宾馆,tian'lun'bin'guan
天伦俱乐部,tian'lun'ju'le'bu
天马书店,tian'ma'shu'dian
天燃气,tian'ran'qi
天然气加气站,tian'ran'qi'jia'qi'zhan
天仁茗茶,tian'ren'ming'cha
天顺牧业,tian'shun'mu'ye
天宇购物中心,tian'yu'gou'wu'zhong'xin
天元酒店,tian'yuan'jiu'dian
天主堂,tian'zhu'tang
田庄村,tian'zhuang'cun
铁路小学,tie'lu'xiao'xue
停车场,ting'che'chang
通达饭店,tong'da'fan'dian
通达汽修厂,tong'da'qi'xiu'chang
同振药业,tong'zhen'yao'ye
仝庄村,tong'zhuang'cun
头墩村,tou'dun'cun
头铺,tou'pu
兔儿山,tu'er'shan
团城村,tuan'cheng'cun
团山,tuan'shan
屯儿村,tun'er'cun
瓦窑沟村,wa'yao'gou'cun
瓦窑上,wa'yao'shang
瓦窑头村,wa'yao'tou'cun
歪头山,wai'tou'shan
万发超市,wan'fa'chao'shi
万人商厦,wan'ren'shang'sha
万通小区,wan'tong'xiao'qu
万通源,wan'tong'yuan
碗窑村,wan'yao'cun
王卞庄村,wang'bian'zhuang'cun
王东庄村,wang'dong'zhuang'cun
王二庄村,wang'er'zhuang'cun
王府酒店,wang'fu'jiu'dian
王官村,wang'guan'cun
王化庄村,wang'hua'zhuang'cun
王家堡,wang'jia'bao
王家堡村,wang'jia'bao'cun
旺家村,wang'jia'cun
王家村,wang'jia'cun
王家沟,wang'jia'gou
王家梁村,wang'jia'liang'cun
王家山,wang'jia'shan
王家湾村,wang'jia'wan'cun
王家窑村,wang'jia'yao'cun
王家园,wang'jia'yuan
王家庄,wang'jia'zhuang
王解庄,wang'jie'zhuang
王坪村,wang'ping'cun
网通小区,wang'tong'xiao'qu
王庄,wang'zhuang
王庄村,wang'zhuang'cun
魏家堡村,wei'jia'bao'cun
魏家沟村,wei'jia'gou'cun
魏家山村,wei'jia'shan'cun
魏家窑,wei'jia'yao
卫生大楼,wei'sheng'da'lou
威远镇,wei'yuan'zhen
魏庄村,wei'zhuang'cun
文化活动中心,wen'hua'huo'dong'zhong'xin
文苑书店,wen'yuan'shu'dian
温州海鲜楼,wen'zhou'hai'xian'lou
温庄村,wen'zhuang'cun
卧龙洞,wo'long'dong
窝棚沟,wo'peng'gou
悟道村,wu'dao'cun
五福茶艺馆,wu'fu'cha'yi'guan
五花营村,wu'hua'ying'cun
武家沟,wu'jia'gou
五家沟村,wu'jia'gou'cun
武家沟村,wu'jia'gou'cun
吴家岭村,wu'jia'ling'cun
吴家坪村,wu'jia'ping'cun
吴家铺村,wu'jia'pu'cun
吴家窑村,wu'jia'yao'cun
武家窑村,wu'jia'yao'cun
吴家窑镇,wu'jia'yao'zhen
武家庄村,wu'jia'zhuang'cun
五里庄,wu'li'zhuang
五里庄村,wu'li'zhuang'cun
乌林村,wu'lin'cun
乌龙洞,wu'long'dong
五龙泉,wu'long'quan
吴马营乡,wu'ma'ying'xiang
五七林场,wu'qi'lin'chang
五七农场,wu'qi'nong'chang
污水处理厂,wu'shui'chu'li'chang
吴佑庄,wu'you'zhuang
吴庄村,wu'zhuang'cun
西安,xi'an
西堡村,xi'bao'cun
西北角村,xi'bei'jiao'cun
西崔庄村,xi'cui'zhuang'cun
西村,xi'cun
西大沟,xi'da'gou
西店村,xi'dian'cun
西丁村,xi'ding'cun
西沟,xi'gou
西沟村,xi'gou'cun
西关,xi'guan
西关村,xi'guan'cun
西贾庄村,xi'jia'zhuang'cun
西街村,xi'jie'cun
西井村,xi'jing'cun
西郡村,xi'jun'cun
西李庄村,xi'li'zhuang'cun
西梁村,xi'liang'cun
西六里,xi'liu'li
西门口,xi'men'kou
西门外,xi'men'wai
西南角村,xi'nan'jiao'cun
西坪沟,xi'ping'gou
西铺村,xi'pu'cun
西山,xi'shan
西山森林公园,xi'shan'sen'lin'gong'yuan
西神头村,xi'shen'tou'cun
西史村,xi'shi'cun
西双山村,xi'shuang'shan'cun
细水村,xi'shui'cun
西水界乡,xi'shui'jie'xiang
西寺院村,xi'si'yuan'cun
西酸茨,xi'suan'ci
西孙庄村,xi'sun'zhuang'cun
西滩,xi'tan
西套村,xi'tao'cun
西湾,xi'wan
西习麻,xi'xi'ma
西小河村,xi'xiao'he'cun
西小寨村,xi'xiao'zhai'cun
西辛村,xi'xin'cun
西新小区,xi'xin'xiao'qu
西辛庄村,xi'xin'zhuang'cun
西杨庄村,xi'yang'zhuang'cun
西窑村,xi'yao'cun
西窑头村,xi'yao'tou'cun
西易村,xi'yi'cun
西易集团,xi'yi'ji'tuan
西营,xi'ying
西榆林村,xi'yu'lin'cun
西朱庄村,xi'zhu'zhuang'cun
下堡村,xia'bao'cun
下河,xia'he
下井村,xia'jing'cun
下井沟村,xia'jing'gou'cun
下梨园村,xia'li'yuan'cun
下柳沟村,xia'liu'gou'cun
下马峪乡,xia'ma'yu'xiang
下面高乡,xia'mian'gao'xiang
下坡村,xia'po'cun
下桥头村,xia'qiao'tou'cun
下沙河村,xia'sha'he'cun
下社镇,xia'she'zhen
下石井村,xia'shi'jing'cun
下水村,xia'shui'cun
下水头乡,xia'shui'tou'xiang
下团堡乡,xia'tuan'bao'xiang
下团堡乡政府,xia'tuan'bao'xiang'zheng'fu
下疃村,xia'tuan'cun
下王庄村,xia'wang'zhuang'cun
下吴村,xia'wu'cun
下辛庄村,xia'xin'zhuang'cun
下窑,xia'yao
下窑村,xia'yao'cun
下峪村,xia'yu'cun
下元村,xia'yuan'cun
下寨村,xia'zhai'cun
下庄头,xia'zhuang'tou
下庄头村,xia'zhuang'tou'cun
下庄子,xia'zhuang'zi
现代超市,xian'dai'chao'shi
现代电脑城,xian'dai'dian'nao'cheng
现代商城,xian'dai'shang'cheng
先进村,xian'jin'cun
县林场,xian'lin'chang
县水利局,xian'shui'li'ju
县医院,xian'yi'yuan
县职业中学,xian'zhi'ye'zhong'xue
湘都人家,xiang'dou'ren'jia
香满楼,xiang'man'lou
乡农机站,xiang'nong'ji'zhan
向阳堡乡,xiang'yang'bao'xiang
向阳村,xiang'yang'cun
小坝村,xiao'ba'cun
小白坡村,xiao'bai'po'cun
小堡村,xiao'bao'cun
小北沟,xiao'bei'gou
小泊村,xiao'bo'cun
小部,xiao'bu
小川村,xiao'chuan'cun
小村,xiao'cun
小电厂,xiao'dian'chang
小东庄村,xiao'dong'zhuang'cun
小峰山,xiao'feng'shan
小红沟村,xiao'hong'gou'cun
肖家村,xiao'jia'cun
小井,xiao'jing
小狼窝,xiao'lang'wo
小李沟,xiao'li'gou
小临河村,xiao'lin'he'cun
小岭,xiao'ling
小岭村,xiao'ling'cun
小柳沟,xiao'liu'gou
小路山,xiao'lu'shan
小马营村,xiao'ma'ying'cun
小蒙羊火锅,xiao'meng'yang'huo'guo
小磨,xiao'mo
小磨村,xiao'mo'cun
小南山,xiao'nan'shan
小南头村,xiao'nan'tou'cun
小南洼,xiao'nan'wa
小平易,xiao'ping'yi
小平易乡,xiao'ping'yi'xiang
小泉沟,xiao'quan'gou
小沙沟,xiao'sha'gou
小石村,xiao'shi'cun
小石湖,xiao'shi'hu
小屯村,xiao'tun'cun
小洼村,xiao'wa'cun
小王山,xiao'wang'shan
小西山,xiao'xi'shan
小羊村,xiao'yang'cun
小尹庄村,xiao'yin'zhuang'cun
小峪村,xiao'yu'cun
小峪沟,xiao'yu'gou
小峪口村,xiao'yu'kou'cun
小庄村,xiao'zhuang'cun
颉庄村,xie'zhuang'cun
新安庄村,xin'an'zhuang'cun
新堡村,xin'bao'cun
新城镇政府,xin'cheng'zhen'zheng'fu
新春大药房,xin'chun'da'yao'fang
辛村,xin'cun
新墩村,xin'dun'cun
新发村,xin'fa'cun
新坊村,xin'fang'cun
鑫海商厦,xin'hai'shang'sha
新华宾馆,xin'hua'bin'guan
新华书店,xin'hua'shu'dian
新家园乡,xin'jia'yuan'xiang
新建村,xin'jian'cun
新建农场,xin'jian'nong'chang
新杰中学,xin'jie'zhong'xue
新井,xin'jing
辛立庄村,xin'li'zhuang'cun
辛留村,xin'liu'cun
新龙湾,xin'long'wan
新马营,xin'ma'ying
新庙子村,xin'miao'zi'cun
新农村饭庄,xin'nong'cun'fan'zhuang
新铺村,xin'pu'cun
新桥村,xin'qiao'cun
新荣村,xin'rong'cun
新时代集团,xin'shi'dai'ji'tuan
新世纪商城,xin'shi'ji'shang'cheng
新石湾,xin'shi'wan
辛屯村,xin'tun'cun
新文村,xin'wen'cun
新五洲大酒店,xin'wu'zhou'da'jiu'dian
新兴服务大楼,xin'xing'fu'wu'da'lou
新星学校,xin'xing'xue'xiao
新杨涧,xin'yang'jian
新窑,xin'yao
辛窑村,xin'yao'cun
辛义村,xin'yi'cun
鑫苑宾馆,xin'yuan'bin'guan
馨园小区,xin'yuan'xiao'qu
辛寨村,xin'zhai'cun
新圳村,xin'zhen'cun
辛庄村,xin'zhuang'cun
辛庄子村,xin'zhuang'zi'cun
兴村,xing'cun
兴隆石化,xing'long'shi'hua
兴盛加油站,xing'sheng'jia'you'zhan
杏树园,xing'shu'yuan
兴旺村,xing'wang'cun
兴旺庄,xing'wang'zhuang
兴旺庄村,xing'wang'zhuang'cun
星星汽修,xing'xing'qi'xiu
杏园村,xing'yuan'cun
兴源公司,xing'yuan'gong'si
杏寨乡,xing'zhai'xiang
修理厂,xiu'li'chang
秀女村,xiu'nv'cun
徐村,xu'cun
许家河,xu'jia'he
许家洼村,xu'jia'wa'cun
畜牧场,xu'mu'chang
旭日学校,xu'ri'xue'xiao
旭日学校路口,xu'ri'xue'xiao'lu'kou
学府小区,xue'fu'xiao'qu
薛家堡村,xue'jia'bao'cun
薛家窑村,xue'jia'yao'cun
薛家营村,xue'jia'ying'cun
薛家庄村,xue'jia'zhuang'cun
鸦儿沟村,ya'er'gou'cun
雅戈尔,ya'ge'er
亚麻厂,ya'ma'chang
雅秀园,ya'xiu'yuan
烟草,yan'cao
烟草宾馆,yan'cao'bin'guan
烟草大酒店,yan'cao'da'jiu'dian
烟墩村,yan'dun'cun
烟墩山,yan'dun'shan
燕家堡,yan'jia'bao
烟酒大世界,yan'jiu'da'shi'jie
眼科医院,yan'ke'yi'yuan
晏头村,yan'tou'cun
盐业公司,yan'ye'gong'si
燕庄村,yan'zhuang'cun
杨堡村,yang'bao'cun
杨村,yang'cun
阳光宾馆,yang'guang'bin'guan
杨家村,yang'jia'cun
杨家坟,yang'jia'fen
杨家岭村,yang'jia'ling'cun
杨家山,yang'jia'shan
杨家窑,yang'jia'yao
杨家窑村,yang'jia'yao'cun
杨涧,yang'jian
杨街村,yang'jie'cun
羊圈沟村,yang'juan'gou'cun
羊圈头村,yang'juan'tou'cun
养老院,yang'lao'yuan
杨岭村,yang'ling'cun
阳坡,yang'po
杨千河乡,yang'qian'he'xiang
杨树弯,yang'shu'wan
杨庄,yang'zhuang
杨庄村,yang'zhuang'cun
腰道,yao'dao
窑沟,yao'gou
窑上村,yao'shang'cun
窑头沟,yao'tou'gou
摇头山,yao'tou'shan
窑头山,yao'tou'shan
尧峪村,yao'yu'cun
腰寨村,yao'zhai'cun
姚庄村,yao'zhuang'cun
窑子沟,yao'zi'gou
窑子上,yao'zi'shang
窑子头村,yao'zi'tou'cun
窑子头乡,yao'zi'tou'xiang
野场村,ye'chang'cun
野河村,ye'he'cun
业家村,ye'jia'cun
野马坡,ye'ma'po
一半村,yi'ban'cun
怡宾苑,yi'bin'yuan
以纯,yi'chun
意尔康,yi'er'kang
怡家宾馆,yi'jia'bin'guan
一间房,yi'jian'fang
一间房村,yi'jian'fang'cun
义井村,yi'jing'cun
意境园,yi'jing'yuan
亿隆大酒店,yi'long'da'jiu'dian
亿隆电器,yi'long'dian'qi
一品香饺子,yi'pin'xiang'jiao'zi
银洞沟,yin'dong'gou
银海商厦,yin'hai'shang'sha
银台山,yin'tai'shan
迎宾广场,ying'bin'guang'chang
英才学校,ying'cai'xue'xiao
英才幼儿园,ying'cai'you'er'yuan
瀛湖小区,ying'hu'xiao'qu
营盘山,ying'pan'shan
鹰窝沟,ying'wo'gou
鹰窝山,ying'wo'shan
应县八中,ying'xian'ba'zhong
应县二中,ying'xian'er'zhong
应县教育局,ying'xian'jiao'yu'ju
应县六中,ying'xian'liu'zhong
应县县委,ying'xian'xian'wei
应县一小,ying'xian'yi'xiao
应县一中,ying'xian'yi'zhong
应县政府,ying'xian'zheng'fu
鹰鹞山,ying'yao'shan
应州宾馆,ying'zhou'bin'guan
永安庄村,yong'an'zhuang'cun
永和商厦,yong'he'shang'sha
永信大厦,yong'xin'da'sha
永兴汽配,yong'xing'qi'pei
邮电大楼,you'dian'da'lou
油房村,you'fang'cun
右卫镇,you'wei'zhen
右玉二中,you'yu'er'zhong
右玉三中,you'yu'san'zhong
右玉县,you'yu'xian
右玉县公安局,you'yu'xian'gong'an'ju
右玉一完小,you'yu'yi'wan'xiao
右玉一中,you'yu'yi'zhong
右玉中学,you'yu'zhong'xue
玉百商贸,yu'bai'shang'mao
玉百商厦,yu'bai'shang'sha
育才中学,yu'cai'zhong'xue
峪沟,yu'gou
峪沟村,yu'gou'cun
峪宏中学,yu'hong'zhong'xue
于家窑村,yu'jia'yao'cun
于家园村,yu'jia'yuan'cun
裕景陶瓷,yu'jing'tao'ci
玉井镇,yu'jing'zhen
与狼共舞,yu'lang'gong'wu
榆林村,yu'lin'cun
育林小学,yu'lin'xiao'xue
榆岭乡,yu'ling'xiang
御龙苑,yu'long'yuan
裕民村,yu'min'cun
元堡子镇,yuan'bu'zi'zhen
元都酒店,yuan'dou'jiu'dian
元墩村,yuan'dun'cun
远航石化,yuan'hang'shi'hua
袁家村,yuan'jia'cun
元山子村,yuan'shan'zi'cun
袁树林站,yuan'shu'lin'zhan
元台山,yuan'tai'shan
园艺广场,yuan'yi'guang'chang
元营村,yuan'ying'cun
园子村,yuan'zi'cun
园子湾,yuan'zi'wan
跃进村,yue'jin'cun
跃进加油站,yue'jin'jia'you'zhan
越洋电脑城,yue'yang'dian'nao'cheng
岳庄村,yue'zhuang'cun
云城苑,yun'cheng'yuan
运动鞋城,yun'dong'xie'cheng
云中中学,yun'zhong'zhong'xue
臧寨乡,zang'zhai'xiang
寨山,zhai'shan
寨子村,zhai'zi'cun
寨子山,zhai'zi'shan
站前广场,zhan'qian'guang'chang
张蔡庄乡,zhang'cai'zhuang'xiang
张地村,zhang'di'cun
张坊村,zhang'fang'cun
张化村,zhang'hua'cun
张家堡村,zhang'jia'bao'cun
张家店村,zhang'jia'dian'cun
张家沟村,zhang'jia'gou'cun
张家河村,zhang'jia'he'cun
张家咀村,zhang'jia'ju'cun
张家口村,zhang'jia'kou'cun
张家山村,zhang'jia'shan'cun
张家洼,zhang'jia'wa
张家湾村,zhang'jia'wan'cun
张家窑村,zhang'jia'yao'cun
张家营村,zhang'jia'ying'cun
张家庄乡,zhang'jia'zhuang'xiang
张小村,zhang'xiao'cun
张崖,zhang'ya
张窑,zhang'yao
张庄村,zhang'zhuang'cun
赵堡村,zhao'bao'cun
照壁山,zhao'bi'shan
赵官屯村,zhao'guan'tun'cun
赵家山村,zhao'jia'shan'cun
赵家湾村,zhao'jia'wan'cun
赵家窑,zhao'jia'yao
赵家窑村,zhao'jia'yao'cun
赵老沟,zhao'lao'gou
照什八庄村,zhao'shen'ba'zhuang'cun
赵小村,zhao'xiao'cun
朝阳村,zhao'yang'cun
赵庄村,zhao'zhuang'cun
镇农机站,zhen'nong'ji'zhan
真维丝,zhen'wei'si
甄庄村,zhen'zhuang'cun
镇子梁水库,zhen'zi'liang'shui'ku
镇子梁乡,zhen'zi'liang'xiang
政府招待所,zheng'fu'zhao'dai'suo
正沟村,zheng'gou'cun
郑家营村,zheng'jia'ying'cun
正南山,zheng'nan'shan
正峪村,zheng'yu'cun
郑庄村,zheng'zhuang'cun
职业学校,zhi'ye'xue'xiao
职中,zhi'zhong
中堡村,zhong'bao'cun
中行开发区支行,zhong'hang'kai'fa'qu'zhi'hang
中行西城支行,zhong'hang'xi'cheng'zhi'hang
中和村,zhong'he'cun
中街村,zhong'jie'cun
中井村,zhong'jing'cun
中咀山,zhong'ju'shan
中陵,zhong'ling
中煤能源,zhong'mei'neng'yuan
中小河村,zhong'xiao'he'cun
中心医院,zhong'xin'yi'yuan
中营,zhong'ying
中苑宾馆,zhong'yuan'bin'guan
中元村,zhong'yuan'cun
周家地村,zhou'jia'di'cun
周家沟村,zhou'jia'gou'cun
周家窑,zhou'jia'yao
周家窑村,zhou'jia'yao'cun
周家庄村,zhou'jia'zhuang'cun
周庄村,zhou'zhuang'cun
祝家庄,zhu'jia'zhuang
祝家庄村,zhu'jia'zhuang'cun
朱家嘴村,zhu'jia'zui'cun
朱墨轩,zhu'mo'xuan
朱庄村,zhu'zhuang'cun
砖厂,zhuan'chang
转角台,zhuan'jiao'tai
砖井村,zhuan'jing'cun
转山,zhuan'shan
庄头村,zhuang'tou'cun
庄窝,zhuang'wo
庄窝村,zhuang'wo'cun
庄子村,zhuang'zi'cun
锥子山,zhui'zi'shan
紫峰山,zi'feng'shan
紫金山,zi'jin'shan
滋润村,zi'run'cun
滋润乡,zi'run'xiang
综合商场,zong'he'shang'chang
综合商厦,zong'he'shang'sha
走马梁,zou'ma'liang
阻虎乡,zu'hu'xiang
左庄,zuo'zhuang
